,cf_version,stdname_tb,stdarea_tb,stdregn_tb,time,time_bnds,lat,lat_bnds,lon,lon_bnds,toz,lev,nbnds,time1,ccmi_year,ccmi_month,ccmi_day,ccmi_hour,ccmi_minute,latitude,longitude,atmosphere_mole_content_of_ozone_standard_deviation,atmosphere_mole_content_of_ozone_standard_error,atmosphere_mole_content_of_ozone_number_of_observations,atmosphere_mole_content_of_ozone,latitude_longitude
Sources/Ccmi/ftp.ceda.ac.uk/badc/wcrp-ccmi/data/CCMI-1/output/CHASER-MIROC-ESM/CHASER-MIROC-ESM/senC2fCH4/mon/atmos/monthly/r1i1p1/v1/toz/toz_monthly_CHASER-MIROC-ESM_senC2fCH4_r1i1p1_207001-207012.nc,CF-1.4,79 (2022-03-19T15:25:54Z),10 (23 June 2020),4 (18 December 2018),OK,OK,OK,OK,OK,OK,"INFO: attribute history is being used in a non-standard way
ERROR: (3.1): Units are not consistent with those given in the standard_name table.
WARN: (7.2): cell_measures refers to variable areacella that doesn't exist in this netCDF file. This is strictly an error if the cell_measures variable is not included in the dataset.",,,,,,,,,,,,,,,
Sources/Ccmi/ftp.ceda.ac.uk/badc/wcrp-ccmi/data/CCMI-1/output/CHASER-MIROC-ESM/CHASER-MIROC-ESM/senC2fCH4/mon/atmos/monthly/r1i1p1/v1/toz/toz_monthly_CHASER-MIROC-ESM_senC2fCH4_r1i1p1_207101-207112.nc,CF-1.4,79 (2022-03-19T15:25:54Z),10 (23 June 2020),4 (18 December 2018),OK,OK,OK,OK,OK,OK,"INFO: attribute history is being used in a non-standard way
ERROR: (3.1): Units are not consistent with those given in the standard_name table.
WARN: (7.2): cell_measures refers to variable areacella that doesn't exist in this netCDF file. This is strictly an error if the cell_measures variable is not included in the dataset.",,,,,,,,,,,,,,,
Sources/Ccmi/ftp.ceda.ac.uk/badc/wcrp-ccmi/data/CCMI-1/output/CHASER-MIROC-ESM/CHASER-MIROC-ESM/senC2fCH4/mon/atmos/monthly/r1i1p1/v1/toz/toz_monthly_CHASER-MIROC-ESM_senC2fCH4_r1i1p1_207201-207212.nc,CF-1.4,79 (2022-03-19T15:25:54Z),10 (23 June 2020),4 (18 December 2018),OK,OK,OK,OK,OK,OK,"INFO: attribute history is being used in a non-standard way
ERROR: (3.1): Units are not consistent with those given in the standard_name table.
WARN: (7.2): cell_measures refers to variable areacella that doesn't exist in this netCDF file. This is strictly an error if the cell_measures variable is not included in the dataset.",,,,,,,,,,,,,,,
Sources/Ccmi/ftp.ceda.ac.uk/badc/wcrp-ccmi/data/CCMI-1/output/CHASER-MIROC-ESM/CHASER-MIROC-ESM/senC2fCH4/mon/atmos/monthly/r1i1p1/v1/toz/toz_monthly_CHASER-MIROC-ESM_senC2fCH4_r1i1p1_207301-207312.nc,CF-1.4,79 (2022-03-19T15:25:54Z),10 (23 June 2020),4 (18 December 2018),OK,OK,OK,OK,OK,OK,"INFO: attribute history is being used in a non-standard way
ERROR: (3.1): Units are not consistent with those given in the standard_name table.
WARN: (7.2): cell_measures refers to variable areacella that doesn't exist in this netCDF file. This is strictly an error if the cell_measures variable is not included in the dataset.",,,,,,,,,,,,,,,
Sources/Ccmi/ftp.ceda.ac.uk/badc/wcrp-ccmi/data/CCMI-1/output/CHASER-MIROC-ESM/CHASER-MIROC-ESM/senC2fCH4/mon/atmos/monthly/r1i1p1/v1/toz/toz_monthly_CHASER-MIROC-ESM_senC2fCH4_r1i1p1_207401-207412.nc,CF-1.4,79 (2022-03-19T15:25:54Z),10 (23 June 2020),4 (18 December 2018),OK,OK,OK,OK,OK,OK,"INFO: attribute history is being used in a non-standard way
ERROR: (3.1): Units are not consistent with those given in the standard_name table.
WARN: (7.2): cell_measures refers to variable areacella that doesn't exist in this netCDF file. This is strictly an error if the cell_measures variable is not included in the dataset.",,,,,,,,,,,,,,,
Sources/Ccmi/ftp.ceda.ac.uk/badc/wcrp-ccmi/data/CCMI-1/output/CHASER-MIROC-ESM/CHASER-MIROC-ESM/senC2fCH4/mon/atmos/monthly/r1i1p1/v1/toz/toz_monthly_CHASER-MIROC-ESM_senC2fCH4_r1i1p1_207501-207512.nc,CF-1.4,79 (2022-03-19T15:25:54Z),10 (23 June 2020),4 (18 December 2018),OK,OK,OK,OK,OK,OK,"INFO: attribute history is being used in a non-standard way
ERROR: (3.1): Units are not consistent with those given in the standard_name table.
WARN: (7.2): cell_measures refers to variable areacella that doesn't exist in this netCDF file. This is strictly an error if the cell_measures variable is not included in the dataset.",,,,,,,,,,,,,,,
Sources/Ccmi/ftp.ceda.ac.uk/badc/wcrp-ccmi/data/CCMI-1/output/CHASER-MIROC-ESM/CHASER-MIROC-ESM/senC2fCH4/mon/atmos/monthly/r1i1p1/v1/toz/toz_monthly_CHASER-MIROC-ESM_senC2fCH4_r1i1p1_207601-207612.nc,CF-1.4,79 (2022-03-19T15:25:54Z),10 (23 June 2020),4 (18 December 2018),OK,OK,OK,OK,OK,OK,"INFO: attribute history is being used in a non-standard way
ERROR: (3.1): Units are not consistent with those given in the standard_name table.
WARN: (7.2): cell_measures refers to variable areacella that doesn't exist in this netCDF file. This is strictly an error if the cell_measures variable is not included in the dataset.",,,,,,,,,,,,,,,
Sources/Ccmi/ftp.ceda.ac.uk/badc/wcrp-ccmi/data/CCMI-1/output/CHASER-MIROC-ESM/CHASER-MIROC-ESM/senC2fCH4/mon/atmos/monthly/r1i1p1/v1/toz/toz_monthly_CHASER-MIROC-ESM_senC2fCH4_r1i1p1_207701-207712.nc,CF-1.4,79 (2022-03-19T15:25:54Z),10 (23 June 2020),4 (18 December 2018),OK,OK,OK,OK,OK,OK,"INFO: attribute history is being used in a non-standard way
ERROR: (3.1): Units are not consistent with those given in the standard_name table.
WARN: (7.2): cell_measures refers to variable areacella that doesn't exist in this netCDF file. This is strictly an error if the cell_measures variable is not included in the dataset.",,,,,,,,,,,,,,,
Sources/Ccmi/ftp.ceda.ac.uk/badc/wcrp-ccmi/data/CCMI-1/output/CHASER-MIROC-ESM/CHASER-MIROC-ESM/senC2fCH4/mon/atmos/monthly/r1i1p1/v1/toz/toz_monthly_CHASER-MIROC-ESM_senC2fCH4_r1i1p1_207801-207812.nc,CF-1.4,79 (2022-03-19T15:25:54Z),10 (23 June 2020),4 (18 December 2018),OK,OK,OK,OK,OK,OK,"INFO: attribute history is being used in a non-standard way
ERROR: (3.1): Units are not consistent with those given in the standard_name table.
WARN: (7.2): cell_measures refers to variable areacella that doesn't exist in this netCDF file. This is strictly an error if the cell_measures variable is not included in the dataset.",,,,,,,,,,,,,,,
Sources/Ccmi/ftp.ceda.ac.uk/badc/wcrp-ccmi/data/CCMI-1/output/CHASER-MIROC-ESM/CHASER-MIROC-ESM/senC2fCH4/mon/atmos/monthly/r1i1p1/v1/toz/toz_monthly_CHASER-MIROC-ESM_senC2fCH4_r1i1p1_207901-207912.nc,CF-1.4,79 (2022-03-19T15:25:54Z),10 (23 June 2020),4 (18 December 2018),OK,OK,OK,OK,OK,OK,"INFO: attribute history is being used in a non-standard way
ERROR: (3.1): Units are not consistent with those given in the standard_name table.
WARN: (7.2): cell_measures refers to variable areacella that doesn't exist in this netCDF file. This is strictly an error if the cell_measures variable is not included in the dataset.",,,,,,,,,,,,,,,
Sources/Ccmi/ftp.ceda.ac.uk/badc/wcrp-ccmi/data/CCMI-1/output/CHASER-MIROC-ESM/CHASER-MIROC-ESM/senC2fCH4/mon/atmos/monthly/r1i1p1/v1/toz/toz_monthly_CHASER-MIROC-ESM_senC2fCH4_r1i1p1_208001-208012.nc,CF-1.4,79 (2022-03-19T15:25:54Z),10 (23 June 2020),4 (18 December 2018),OK,OK,OK,OK,OK,OK,"INFO: attribute history is being used in a non-standard way
ERROR: (3.1): Units are not consistent with those given in the standard_name table.
WARN: (7.2): cell_measures refers to variable areacella that doesn't exist in this netCDF file. This is strictly an error if the cell_measures variable is not included in the dataset.",,,,,,,,,,,,,,,
Sources/Ccmi/ftp.ceda.ac.uk/badc/wcrp-ccmi/data/CCMI-1/output/CHASER-MIROC-ESM/CHASER-MIROC-ESM/senC2fCH4/mon/atmos/monthly/r1i1p1/v1/toz/toz_monthly_CHASER-MIROC-ESM_senC2fCH4_r1i1p1_208101-208112.nc,CF-1.4,79 (2022-03-19T15:25:54Z),10 (23 June 2020),4 (18 December 2018),OK,OK,OK,OK,OK,OK,"INFO: attribute history is being used in a non-standard way
ERROR: (3.1): Units are not consistent with those given in the standard_name table.
WARN: (7.2): cell_measures refers to variable areacella that doesn't exist in this netCDF file. This is strictly an error if the cell_measures variable is not included in the dataset.",,,,,,,,,,,,,,,
Sources/Ccmi/ftp.ceda.ac.uk/badc/wcrp-ccmi/data/CCMI-1/output/CHASER-MIROC-ESM/CHASER-MIROC-ESM/senC2fCH4/mon/atmos/monthly/r1i1p1/v1/toz/toz_monthly_CHASER-MIROC-ESM_senC2fCH4_r1i1p1_208201-208212.nc,CF-1.4,79 (2022-03-19T15:25:54Z),10 (23 June 2020),4 (18 December 2018),OK,OK,OK,OK,OK,OK,"INFO: attribute history is being used in a non-standard way
ERROR: (3.1): Units are not consistent with those given in the standard_name table.
WARN: (7.2): cell_measures refers to variable areacella that doesn't exist in this netCDF file. This is strictly an error if the cell_measures variable is not included in the dataset.",,,,,,,,,,,,,,,
Sources/Ccmi/ftp.ceda.ac.uk/badc/wcrp-ccmi/data/CCMI-1/output/CHASER-MIROC-ESM/CHASER-MIROC-ESM/senC2fCH4/mon/atmos/monthly/r1i1p1/v1/toz/toz_monthly_CHASER-MIROC-ESM_senC2fCH4_r1i1p1_208301-208312.nc,CF-1.4,79 (2022-03-19T15:25:54Z),10 (23 June 2020),4 (18 December 2018),OK,OK,OK,OK,OK,OK,"INFO: attribute history is being used in a non-standard way
ERROR: (3.1): Units are not consistent with those given in the standard_name table.
WARN: (7.2): cell_measures refers to variable areacella that doesn't exist in this netCDF file. This is strictly an error if the cell_measures variable is not included in the dataset.",,,,,,,,,,,,,,,
Sources/Ccmi/ftp.ceda.ac.uk/badc/wcrp-ccmi/data/CCMI-1/output/CHASER-MIROC-ESM/CHASER-MIROC-ESM/senC2fCH4/mon/atmos/monthly/r1i1p1/v1/toz/toz_monthly_CHASER-MIROC-ESM_senC2fCH4_r1i1p1_208401-208412.nc,CF-1.4,79 (2022-03-19T15:25:54Z),10 (23 June 2020),4 (18 December 2018),OK,OK,OK,OK,OK,OK,"INFO: attribute history is being used in a non-standard way
ERROR: (3.1): Units are not consistent with those given in the standard_name table.
WARN: (7.2): cell_measures refers to variable areacella that doesn't exist in this netCDF file. This is strictly an error if the cell_measures variable is not included in the dataset.",,,,,,,,,,,,,,,
Sources/Ccmi/ftp.ceda.ac.uk/badc/wcrp-ccmi/data/CCMI-1/output/CHASER-MIROC-ESM/CHASER-MIROC-ESM/senC2fCH4/mon/atmos/monthly/r1i1p1/v1/toz/toz_monthly_CHASER-MIROC-ESM_senC2fCH4_r1i1p1_208501-208512.nc,CF-1.4,79 (2022-03-19T15:25:54Z),10 (23 June 2020),4 (18 December 2018),OK,OK,OK,OK,OK,OK,"INFO: attribute history is being used in a non-standard way
ERROR: (3.1): Units are not consistent with those given in the standard_name table.
WARN: (7.2): cell_measures refers to variable areacella that doesn't exist in this netCDF file. This is strictly an error if the cell_measures variable is not included in the dataset.",,,,,,,,,,,,,,,
Sources/Ccmi/ftp.ceda.ac.uk/badc/wcrp-ccmi/data/CCMI-1/output/CHASER-MIROC-ESM/CHASER-MIROC-ESM/senC2fCH4/mon/atmos/monthly/r1i1p1/v1/toz/toz_monthly_CHASER-MIROC-ESM_senC2fCH4_r1i1p1_208601-208612.nc,CF-1.4,79 (2022-03-19T15:25:54Z),10 (23 June 2020),4 (18 December 2018),OK,OK,OK,OK,OK,OK,"INFO: attribute history is being used in a non-standard way
ERROR: (3.1): Units are not consistent with those given in the standard_name table.
WARN: (7.2): cell_measures refers to variable areacella that doesn't exist in this netCDF file. This is strictly an error if the cell_measures variable is not included in the dataset.",,,,,,,,,,,,,,,
Sources/Ccmi/ftp.ceda.ac.uk/badc/wcrp-ccmi/data/CCMI-1/output/CHASER-MIROC-ESM/CHASER-MIROC-ESM/senC2fCH4/mon/atmos/monthly/r1i1p1/v1/toz/toz_monthly_CHASER-MIROC-ESM_senC2fCH4_r1i1p1_208701-208712.nc,CF-1.4,79 (2022-03-19T15:25:54Z),10 (23 June 2020),4 (18 December 2018),OK,OK,OK,OK,OK,OK,"INFO: attribute history is being used in a non-standard way
ERROR: (3.1): Units are not consistent with those given in the standard_name table.
WARN: (7.2): cell_measures refers to variable areacella that doesn't exist in this netCDF file. This is strictly an error if the cell_measures variable is not included in the dataset.",,,,,,,,,,,,,,,
Sources/Ccmi/ftp.ceda.ac.uk/badc/wcrp-ccmi/data/CCMI-1/output/CHASER-MIROC-ESM/CHASER-MIROC-ESM/senC2fCH4/mon/atmos/monthly/r1i1p1/v1/toz/toz_monthly_CHASER-MIROC-ESM_senC2fCH4_r1i1p1_208801-208812.nc,CF-1.4,79 (2022-03-19T15:25:54Z),10 (23 June 2020),4 (18 December 2018),OK,OK,OK,OK,OK,OK,"INFO: attribute history is being used in a non-standard way
ERROR: (3.1): Units are not consistent with those given in the standard_name table.
WARN: (7.2): cell_measures refers to variable areacella that doesn't exist in this netCDF file. This is strictly an error if the cell_measures variable is not included in the dataset.",,,,,,,,,,,,,,,
Sources/Ccmi/ftp.ceda.ac.uk/badc/wcrp-ccmi/data/CCMI-1/output/CHASER-MIROC-ESM/CHASER-MIROC-ESM/senC2fCH4/mon/atmos/monthly/r1i1p1/v1/toz/toz_monthly_CHASER-MIROC-ESM_senC2fCH4_r1i1p1_208901-208912.nc,CF-1.4,79 (2022-03-19T15:25:54Z),10 (23 June 2020),4 (18 December 2018),OK,OK,OK,OK,OK,OK,"INFO: attribute history is being used in a non-standard way
ERROR: (3.1): Units are not consistent with those given in the standard_name table.
WARN: (7.2): cell_measures refers to variable areacella that doesn't exist in this netCDF file. This is strictly an error if the cell_measures variable is not included in the dataset.",,,,,,,,,,,,,,,
Sources/Ccmi/ftp.ceda.ac.uk/badc/wcrp-ccmi/data/CCMI-1/output/CHASER-MIROC-ESM/CHASER-MIROC-ESM/senC2fCH4/mon/atmos/monthly/r1i1p1/v1/toz/toz_monthly_CHASER-MIROC-ESM_senC2fCH4_r1i1p1_209001-209012.nc,CF-1.4,79 (2022-03-19T15:25:54Z),10 (23 June 2020),4 (18 December 2018),OK,OK,OK,OK,OK,OK,"INFO: attribute history is being used in a non-standard way
ERROR: (3.1): Units are not consistent with those given in the standard_name table.
WARN: (7.2): cell_measures refers to variable areacella that doesn't exist in this netCDF file. This is strictly an error if the cell_measures variable is not included in the dataset.",,,,,,,,,,,,,,,
Sources/Ccmi/ftp.ceda.ac.uk/badc/wcrp-ccmi/data/CCMI-1/output/CHASER-MIROC-ESM/CHASER-MIROC-ESM/senC2fCH4/mon/atmos/monthly/r1i1p1/v1/toz/toz_monthly_CHASER-MIROC-ESM_senC2fCH4_r1i1p1_209101-209112.nc,CF-1.4,79 (2022-03-19T15:25:54Z),10 (23 June 2020),4 (18 December 2018),OK,OK,OK,OK,OK,OK,"INFO: attribute history is being used in a non-standard way
ERROR: (3.1): Units are not consistent with those given in the standard_name table.
WARN: (7.2): cell_measures refers to variable areacella that doesn't exist in this netCDF file. This is strictly an error if the cell_measures variable is not included in the dataset.",,,,,,,,,,,,,,,
Sources/Ccmi/ftp.ceda.ac.uk/badc/wcrp-ccmi/data/CCMI-1/output/CHASER-MIROC-ESM/CHASER-MIROC-ESM/senC2fCH4/mon/atmos/monthly/r1i1p1/v1/toz/toz_monthly_CHASER-MIROC-ESM_senC2fCH4_r1i1p1_209201-209212.nc,CF-1.4,79 (2022-03-19T15:25:54Z),10 (23 June 2020),4 (18 December 2018),OK,OK,OK,OK,OK,OK,"INFO: attribute history is being used in a non-standard way
ERROR: (3.1): Units are not consistent with those given in the standard_name table.
WARN: (7.2): cell_measures refers to variable areacella that doesn't exist in this netCDF file. This is strictly an error if the cell_measures variable is not included in the dataset.",,,,,,,,,,,,,,,
Sources/Ccmi/ftp.ceda.ac.uk/badc/wcrp-ccmi/data/CCMI-1/output/CHASER-MIROC-ESM/CHASER-MIROC-ESM/senC2fCH4/mon/atmos/monthly/r1i1p1/v1/toz/toz_monthly_CHASER-MIROC-ESM_senC2fCH4_r1i1p1_209301-209312.nc,CF-1.4,79 (2022-03-19T15:25:54Z),10 (23 June 2020),4 (18 December 2018),OK,OK,OK,OK,OK,OK,"INFO: attribute history is being used in a non-standard way
ERROR: (3.1): Units are not consistent with those given in the standard_name table.
WARN: (7.2): cell_measures refers to variable areacella that doesn't exist in this netCDF file. This is strictly an error if the cell_measures variable is not included in the dataset.",,,,,,,,,,,,,,,
Sources/Ccmi/ftp.ceda.ac.uk/badc/wcrp-ccmi/data/CCMI-1/output/CHASER-MIROC-ESM/CHASER-MIROC-ESM/senC2fCH4/mon/atmos/monthly/r1i1p1/v1/toz/toz_monthly_CHASER-MIROC-ESM_senC2fCH4_r1i1p1_209401-209412.nc,CF-1.4,79 (2022-03-19T15:25:54Z),10 (23 June 2020),4 (18 December 2018),OK,OK,OK,OK,OK,OK,"INFO: attribute history is being used in a non-standard way
ERROR: (3.1): Units are not consistent with those given in the standard_name table.
WARN: (7.2): cell_measures refers to variable areacella that doesn't exist in this netCDF file. This is strictly an error if the cell_measures variable is not included in the dataset.",,,,,,,,,,,,,,,
Sources/Ccmi/ftp.ceda.ac.uk/badc/wcrp-ccmi/data/CCMI-1/output/CHASER-MIROC-ESM/CHASER-MIROC-ESM/senC2fCH4/mon/atmos/monthly/r1i1p1/v1/toz/toz_monthly_CHASER-MIROC-ESM_senC2fCH4_r1i1p1_209501-209512.nc,CF-1.4,79 (2022-03-19T15:25:54Z),10 (23 June 2020),4 (18 December 2018),OK,OK,OK,OK,OK,OK,"INFO: attribute history is being used in a non-standard way
ERROR: (3.1): Units are not consistent with those given in the standard_name table.
WARN: (7.2): cell_measures refers to variable areacella that doesn't exist in this netCDF file. This is strictly an error if the cell_measures variable is not included in the dataset.",,,,,,,,,,,,,,,
Sources/Ccmi/ftp.ceda.ac.uk/badc/wcrp-ccmi/data/CCMI-1/output/CHASER-MIROC-ESM/CHASER-MIROC-ESM/senC2fCH4/mon/atmos/monthly/r1i1p1/v1/toz/toz_monthly_CHASER-MIROC-ESM_senC2fCH4_r1i1p1_209601-209612.nc,CF-1.4,79 (2022-03-19T15:25:54Z),10 (23 June 2020),4 (18 December 2018),OK,OK,OK,OK,OK,OK,"INFO: attribute history is being used in a non-standard way
ERROR: (3.1): Units are not consistent with those given in the standard_name table.
WARN: (7.2): cell_measures refers to variable areacella that doesn't exist in this netCDF file. This is strictly an error if the cell_measures variable is not included in the dataset.",,,,,,,,,,,,,,,
Sources/Ccmi/ftp.ceda.ac.uk/badc/wcrp-ccmi/data/CCMI-1/output/CHASER-MIROC-ESM/CHASER-MIROC-ESM/senC2fCH4/mon/atmos/monthly/r1i1p1/v1/toz/toz_monthly_CHASER-MIROC-ESM_senC2fCH4_r1i1p1_209701-209712.nc,CF-1.4,79 (2022-03-19T15:25:54Z),10 (23 June 2020),4 (18 December 2018),OK,OK,OK,OK,OK,OK,"INFO: attribute history is being used in a non-standard way
ERROR: (3.1): Units are not consistent with those given in the standard_name table.
WARN: (7.2): cell_measures refers to variable areacella that doesn't exist in this netCDF file. This is strictly an error if the cell_measures variable is not included in the dataset.",,,,,,,,,,,,,,,
Sources/Ccmi/ftp.ceda.ac.uk/badc/wcrp-ccmi/data/CCMI-1/output/CHASER-MIROC-ESM/CHASER-MIROC-ESM/senC2fCH4/mon/atmos/monthly/r1i1p1/v1/toz/toz_monthly_CHASER-MIROC-ESM_senC2fCH4_r1i1p1_209801-209812.nc,CF-1.4,79 (2022-03-19T15:25:54Z),10 (23 June 2020),4 (18 December 2018),OK,OK,OK,OK,OK,OK,"INFO: attribute history is being used in a non-standard way
ERROR: (3.1): Units are not consistent with those given in the standard_name table.
WARN: (7.2): cell_measures refers to variable areacella that doesn't exist in this netCDF file. This is strictly an error if the cell_measures variable is not included in the dataset.",,,,,,,,,,,,,,,
Sources/Ccmi/ftp.ceda.ac.uk/badc/wcrp-ccmi/data/CCMI-1/output/CHASER-MIROC-ESM/CHASER-MIROC-ESM/senC2fCH4/mon/atmos/monthly/r1i1p1/v1/toz/toz_monthly_CHASER-MIROC-ESM_senC2fCH4_r1i1p1_209901-209912.nc,CF-1.4,79 (2022-03-19T15:25:54Z),10 (23 June 2020),4 (18 December 2018),OK,OK,OK,OK,OK,OK,"INFO: attribute history is being used in a non-standard way
ERROR: (3.1): Units are not consistent with those given in the standard_name table.
WARN: (7.2): cell_measures refers to variable areacella that doesn't exist in this netCDF file. This is strictly an error if the cell_measures variable is not included in the dataset.",,,,,,,,,,,,,,,
Sources/Ccmi/ftp.ceda.ac.uk/badc/wcrp-ccmi/data/CCMI-1/output/CHASER-MIROC-ESM/CHASER-MIROC-ESM/senC2fCH4/mon/atmos/monthly/r1i1p1/v1/toz/toz_monthly_CHASER-MIROC-ESM_senC2fCH4_r1i1p1_210001-210012.nc,CF-1.4,79 (2022-03-19T15:25:54Z),10 (23 June 2020),4 (18 December 2018),OK,OK,OK,OK,OK,OK,"INFO: attribute history is being used in a non-standard way
ERROR: (3.1): Units are not consistent with those given in the standard_name table.
WARN: (7.2): cell_measures refers to variable areacella that doesn't exist in this netCDF file. This is strictly an error if the cell_measures variable is not included in the dataset.",,,,,,,,,,,,,,,
Sources/Ccmi/ftp.ceda.ac.uk/badc/wcrp-ccmi/data/CCMI-1/output/CHASER-MIROC-ESM/CHASER-MIROC-ESM/senC2fEmis/mon/atmos/monthly/r1i1p1/v1/toz/toz_monthly_CHASER-MIROC-ESM_senC2fEmis_r1i1p1_196001-196012.nc,CF-1.4,79 (2022-03-19T15:25:54Z),10 (23 June 2020),4 (18 December 2018),OK,OK,OK,OK,OK,OK,"INFO: attribute history is being used in a non-standard way
ERROR: (3.1): Units are not consistent with those given in the standard_name table.
WARN: (7.2): cell_measures refers to variable areacella that doesn't exist in this netCDF file. This is strictly an error if the cell_measures variable is not included in the dataset.",,,,,,,,,,,,,,,
Sources/Ccmi/ftp.ceda.ac.uk/badc/wcrp-ccmi/data/CCMI-1/output/CHASER-MIROC-ESM/CHASER-MIROC-ESM/senC2fEmis/mon/atmos/monthly/r1i1p1/v1/toz/toz_monthly_CHASER-MIROC-ESM_senC2fEmis_r1i1p1_196101-196112.nc,CF-1.4,79 (2022-03-19T15:25:54Z),10 (23 June 2020),4 (18 December 2018),OK,OK,OK,OK,OK,OK,"INFO: attribute history is being used in a non-standard way
ERROR: (3.1): Units are not consistent with those given in the standard_name table.
WARN: (7.2): cell_measures refers to variable areacella that doesn't exist in this netCDF file. This is strictly an error if the cell_measures variable is not included in the dataset.",,,,,,,,,,,,,,,
Sources/Ccmi/ftp.ceda.ac.uk/badc/wcrp-ccmi/data/CCMI-1/output/CHASER-MIROC-ESM/CHASER-MIROC-ESM/senC2fEmis/mon/atmos/monthly/r1i1p1/v1/toz/toz_monthly_CHASER-MIROC-ESM_senC2fEmis_r1i1p1_196201-196212.nc,CF-1.4,79 (2022-03-19T15:25:54Z),10 (23 June 2020),4 (18 December 2018),OK,OK,OK,OK,OK,OK,"INFO: attribute history is being used in a non-standard way
ERROR: (3.1): Units are not consistent with those given in the standard_name table.
WARN: (7.2): cell_measures refers to variable areacella that doesn't exist in this netCDF file. This is strictly an error if the cell_measures variable is not included in the dataset.",,,,,,,,,,,,,,,
Sources/Ccmi/ftp.ceda.ac.uk/badc/wcrp-ccmi/data/CCMI-1/output/CHASER-MIROC-ESM/CHASER-MIROC-ESM/senC2fEmis/mon/atmos/monthly/r1i1p1/v1/toz/toz_monthly_CHASER-MIROC-ESM_senC2fEmis_r1i1p1_196301-196312.nc,CF-1.4,79 (2022-03-19T15:25:54Z),10 (23 June 2020),4 (18 December 2018),OK,OK,OK,OK,OK,OK,"INFO: attribute history is being used in a non-standard way
ERROR: (3.1): Units are not consistent with those given in the standard_name table.
WARN: (7.2): cell_measures refers to variable areacella that doesn't exist in this netCDF file. This is strictly an error if the cell_measures variable is not included in the dataset.",,,,,,,,,,,,,,,
Sources/Ccmi/ftp.ceda.ac.uk/badc/wcrp-ccmi/data/CCMI-1/output/CHASER-MIROC-ESM/CHASER-MIROC-ESM/senC2fEmis/mon/atmos/monthly/r1i1p1/v1/toz/toz_monthly_CHASER-MIROC-ESM_senC2fEmis_r1i1p1_196401-196412.nc,CF-1.4,79 (2022-03-19T15:25:54Z),10 (23 June 2020),4 (18 December 2018),OK,OK,OK,OK,OK,OK,"INFO: attribute history is being used in a non-standard way
ERROR: (3.1): Units are not consistent with those given in the standard_name table.
WARN: (7.2): cell_measures refers to variable areacella that doesn't exist in this netCDF file. This is strictly an error if the cell_measures variable is not included in the dataset.",,,,,,,,,,,,,,,
Sources/Ccmi/ftp.ceda.ac.uk/badc/wcrp-ccmi/data/CCMI-1/output/CHASER-MIROC-ESM/CHASER-MIROC-ESM/senC2fEmis/mon/atmos/monthly/r1i1p1/v1/toz/toz_monthly_CHASER-MIROC-ESM_senC2fEmis_r1i1p1_196501-196512.nc,CF-1.4,79 (2022-03-19T15:25:54Z),10 (23 June 2020),4 (18 December 2018),OK,OK,OK,OK,OK,OK,"INFO: attribute history is being used in a non-standard way
ERROR: (3.1): Units are not consistent with those given in the standard_name table.
WARN: (7.2): cell_measures refers to variable areacella that doesn't exist in this netCDF file. This is strictly an error if the cell_measures variable is not included in the dataset.",,,,,,,,,,,,,,,
Sources/Ccmi/ftp.ceda.ac.uk/badc/wcrp-ccmi/data/CCMI-1/output/CHASER-MIROC-ESM/CHASER-MIROC-ESM/senC2fEmis/mon/atmos/monthly/r1i1p1/v1/toz/toz_monthly_CHASER-MIROC-ESM_senC2fEmis_r1i1p1_196601-196612.nc,CF-1.4,79 (2022-03-19T15:25:54Z),10 (23 June 2020),4 (18 December 2018),OK,OK,OK,OK,OK,OK,"INFO: attribute history is being used in a non-standard way
ERROR: (3.1): Units are not consistent with those given in the standard_name table.
WARN: (7.2): cell_measures refers to variable areacella that doesn't exist in this netCDF file. This is strictly an error if the cell_measures variable is not included in the dataset.",,,,,,,,,,,,,,,
Sources/Ccmi/ftp.ceda.ac.uk/badc/wcrp-ccmi/data/CCMI-1/output/CHASER-MIROC-ESM/CHASER-MIROC-ESM/senC2fEmis/mon/atmos/monthly/r1i1p1/v1/toz/toz_monthly_CHASER-MIROC-ESM_senC2fEmis_r1i1p1_196701-196712.nc,CF-1.4,79 (2022-03-19T15:25:54Z),10 (23 June 2020),4 (18 December 2018),OK,OK,OK,OK,OK,OK,"INFO: attribute history is being used in a non-standard way
ERROR: (3.1): Units are not consistent with those given in the standard_name table.
WARN: (7.2): cell_measures refers to variable areacella that doesn't exist in this netCDF file. This is strictly an error if the cell_measures variable is not included in the dataset.",,,,,,,,,,,,,,,
Sources/Ccmi/ftp.ceda.ac.uk/badc/wcrp-ccmi/data/CCMI-1/output/CHASER-MIROC-ESM/CHASER-MIROC-ESM/senC2fEmis/mon/atmos/monthly/r1i1p1/v1/toz/toz_monthly_CHASER-MIROC-ESM_senC2fEmis_r1i1p1_196801-196812.nc,CF-1.4,79 (2022-03-19T15:25:54Z),10 (23 June 2020),4 (18 December 2018),OK,OK,OK,OK,OK,OK,"INFO: attribute history is being used in a non-standard way
ERROR: (3.1): Units are not consistent with those given in the standard_name table.
WARN: (7.2): cell_measures refers to variable areacella that doesn't exist in this netCDF file. This is strictly an error if the cell_measures variable is not included in the dataset.",,,,,,,,,,,,,,,
